doc_index,content,tokens,url
procedures-300_31_text,"REPORTS OF CHILD ABUSE AND NEGLECT October 9, 2015 – PT 2015.23 2) Parallel Reports and Courtesy Interviews A parallel investigation is necessary when subjects reside in more than one Region/Site/Field (RSF) or subjects reside in one RSF but are temporarily located in another. If SCR has information that indicates a parallel investigation is needed, the CFW shall assign case responsibility to the team where the child resides and assign parallel responsibility to the other RSF. If the report is taken after hours it must be called out to all involved counties, per the SCR after hours, on-call guidelines. When a report subject is located in another state, a parallel assignment is not required if the report is taken during regular business hours. If the report is taken after hours, the CFW is responsible to call the other state’s Child Protection Services and request that they initiate the report. If the out-of-state subject is the child victim and the initiation mandate has not been met, the CFW should include in the report narrative the phone number of the child protection services of the other state in order to assist the Child Protection Specialist in making arrangements for the mandate to be met. A) If the CFW accepts case responsibility on behalf of the State of Illinois for an investigation involving another state and the subject of the report in the other state is the child victim, the CFW is responsible to call and request the other state’s department of child protection services to initiate the investigation. The CFW shall note in the narrative that this call was made and document the number called and the name of the person with whom the CFW spoke. If the other state’s child protection service is unavailable (i.e., weekends, holidays, after hours), the CFW shall note their good faith attempt to contact them in the report narrative and include the other state’s child protection services contact information for the DCFS Child Protection Specialist. When a subject other than the victim is out of state, the CFW shall note the phone number for the other state’s Child Protective Services in the narrative and the Child Protection Specialist will request the parallel investigation when he/she has gathered enough information to make that request. B) When another state has accepted case responsibility for an investigation but one of the subjects is located in Illinois, the other state may call the Hotline and request a courtesy interview for child protection purposes. The CFW shall complete the intake as an Information Only (IO), noting in the first line of the narrative “Courtesy Interview.” The IO must be approved by the Call Floor Supervisor on duty and a copy of the intake must be printed. The CFW shall print, “Courtesy Interview” and the appropriate RSF across the top of the page. Illinois Department of Children and Family Services",560,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_32_text,"REPORTS OF CHILD ABUSE AND NEGLECT October 9, 2015 – PT 2015.23 3) “Possible Media” Cases When the Office of Communications is contacted for a child protection case that appears likely to be brought to the attention of the media, Director’s office, or Governor’s office, the CFW must immediately bring the report to the attention of the Call Floor Supervisor on duty at the Call Floor desk. If any one of the following criteria is present, check “Possible Media” on the decision tab and print a copy for the supervisor. • Children at home alone, especially very young children and/or several children; • Serious environmental neglect reports, especially if there is an open DCFS case; • Inadequate shelter reports that are taken because there is no heat in the home during periods of extreme cold; • Serious abuse to young children, especially if there are pending or indicated priors; • Any serious abuse to children in foster homes; • Any serious abuse to children placed with relatives by DCFS, whether or not the home is licensed; • Abandoned babies; or • Any case of serious harm or other serious situations involving a DCFS ward. 4) Facility Reports It is crucial that the CFW identify in any report of suspected abuse or neglect when the victim and/or perpetrator is a ward. The CFW shall ensure each case involving a ward is so identified. A facility report shall be taken when the alleged perpetrator of a report of suspected child abuse or neglect is a staff person in an institution, day care center, day care home, group home, foster home or school and is believed to have abused or neglected a child while acting in their professional capacity or a position of trust with the alleged victim. When the child’s relationship with a facility staff person comes from having a professional capacity or position of trust with the child, the staff person is considered an eligible perpetrator even if he/she is not acting in an official capacity at the time of the alleged abuse and/or neglect. The CFW shall process such reports per the instructions in Procedures 300.30(b), Multiple Perpetrators: When to Document as Single or Multiple Reports. Illinois Department of Children and Family Services",447,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_33_text,"REPORTS OF CHILD ABUSE AND NEGLECT October 9, 2015 – PT 2015.23 Examples of alleged perpetrators in facility reports include, but are not limited to: teachers, principals, child care staff, or other school personnel such as, bus drivers, janitors, or cafeteria staff. A) Multiple Perpetrators If there are indicated or pending prior reports on a facility, any new report must be a Subsequent Oral Report (SOR) to the corresponding facility SCR number, regardless whether the victims and/or staff perpetrators are not the same as prior reports. Facility report subjects may list only one alleged perpetrator per report sequence; however, reports involving foster homes are an exception and may list multiple perpetrators in a single report sequence. When a facility report involves more than one alleged perpetrator, an SOR should be added to the facility SCR number for each perpetrator. CFWs should reference in the report narrative when there are SOR(s) with additional perpetrators. There is no requirement for additional SORs when there are multiple child victims of one perpetrator documented in the same report. B) Coding the Report as a Facility All facility reports must be indicated as a facility by checking the facility box at the top of the intake. The CFW must ensure that the facility code and the relationship code agree and the report is linked to the correct facility. In cases where a facility has multiple locations, the CFW must match the address of the specific location with the address of the facility in the report. C) Group Homes and Child Care Facilities Residents of group homes and institutions are not eligible perpetrators to one another (child on child) unless one child is in a caretaker role. D) Foster Homes or Day Care Homes When a report alleging child abuse or neglect in a foster home or day care home is received, the CFW shall process the report in the same manner as institutions and day care centers, except the foster parent or day care home operator shall be the report’s case name. Children in foster homes may be perpetrators based on the same criteria as a report in a family home setting. If the caller’s information includes foster parent, foster home, foster child, adoptive parent, adoptive home, or DCFS ward, the CFW shall conduct a Provider Name Search and check for placements. Note: Linking anyone in a report who is coded as a “Provider” requires the intake to be processed as a facility report. Illinois Department of Children and Family Services",499,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_34_text,"REPORTS OF CHILD ABUSE AND NEGLECT October 9, 2015 – PT 2015.23 E) Taking Reports on Youth Ages 18 to 22 in a DCFS Licensed Facility DCFS investigates reports on youth ages 18 to 22 living in DCFS licensed facilities, whether or not they are a ward of DCFS. To qualify as a report of suspected abuse or neglect in this situation, the alleged perpetrator must be an employee of or a volunteer at the facility. This type of report is processed in the same manner as reports for youth under age 18. 5) DCFS/POS Employees and Other Sensitive Cases Reports alleging child abuse or neglect by DCFS or Purchase of Service (POS) agency employees, their relatives or other persons whose investigation may require sensitive handling must be brought to the attention of the Call Floor Supervisor on duty and approved before being sent to a field office for investigation. Supervisory approval is required whether or not the alleged perpetrator was acting in an official capacity at the time of the alleged abuse or neglect. The SCR Administrator in conjunction with the respective Regional Administrator shall the need to assign the report to a different RSF than the one that would normally be assigned in order to avoid a possible conflict of interest. Note: No employee report or other sensitive case may be transmitted without the approval of the SCR Administrator. 6) Possible Intentional False Reports A) Reading the False Report Notice If in the process of assessing a caller’s information for a report of child abuse or neglect the CFW determines the caller previously made a report that was retained as intentionally false, the CFW shall read to the caller the false reporting provision from ANCRA and ask if the caller wishes to proceed with their report. Any person who knowingly transmits a false report to the Department commits the offense of disorderly conduct under subsection (a)(7) of Section 26-1 of the Criminal Code of 2012 . A violation of this provision is a Class 4 felony. [325 ILCS 5/4] If the reporter maintains he/she still wants to make a report after having been given the false report warning, and the information meets the criteria for a report according to Procedures 300.30(a)(2), the report shall be taken and transmitted to the appropriate RSF. Illinois Department of Children and Family Services",475,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_35_text,"REPORTS OF CHILD ABUSE AND NEGLECT October 9, 2015 – PT 2015.23 B) Maintaining Records of Intentional False Reports. i) Notices of Retention of Report Sent When a report has been unfounded, SCR shall send a notice to the child subject's custodial parent(s) or the child's legal caregiver, the unfounded perpetrator, and the non-custodial parent. For additional information regarding the perpetrator’s right to have an unfounded report retained as intentionally false, refer to subpart C) of this subsection and Procedures 300.160, Notifications. ii) Retention of Intentionally False Reports Records of unfounded reports shall be retained for 5 years when the unfounded perpetrator of the report requests retention because he/she believes the report was an intentional false report. SCR shall document receipt of all requests for retention of records pursuant to this subsection. Child Protection Service teams shall maintain Intentional False reports in the local index file. When a Child Protection Specialist or Supervisor checks Factors Contributing to Unfounded Allegations ""Probable Intentional False"" in the Investigation Screen, the report shall be classified as an Intentional False Report and is coded as FS in the database. iii) Notification to the State’s Attorney In addition, SCR shall forward all of the information about intentional false reports to the State's Attorney in the county where the subject of the report was located. SCR shall request the local Child Protection Service unit forward a copy of the completed and approved investigation to the relevant local State's Attorney for consideration of criminal prosecution. Note: If the investigation reveals that the reporter placed the call from another county, the State’s Attorney in the county where the call was placed also has jurisdiction to pursue charges against the reporter. C) Reporter Notification Any time an unfounded report is retained as intentionally false, the Department is obligated to send written notification to the reporter. The written notice informs the reporter of their right to make a statement regarding the report being retained as an intentional false report. Any statement made by the reporter of an unfounded report that is retained as intentionally false shall be retained by SCR. For additional information regarding reporter notification, please refer to Procedures 300.160, Notifications. Illinois Department of Children and Family Services",460,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_36_text,"REPORTS OF CHILD ABUSE AND NEGLECT October 9, 2015 – PT 2015.23 7) Out of State Reports Occasionally SCR receives calls in which all of the subjects lived in Illinois at the time of an alleged incident, but have since moved to another state. Though the information may meet the criteria for a report of abuse/neglect, DCFS no longer has jurisdiction when the subjects are no longer Illinois residents. These situations may warrant an investigation by the child protection authorities of the subjects’ current state of residence, and that state may choose to do so based on the incident that occurred in Illinois or because the reported incident indicates an ongoing risk of harm to the child. It is also not unusual for SCR to receive calls that contain information that does not qualify as a report in Illinois, but may contain child protection issues that qualify in the other state. For additional clarification, staff should refer to the Guidelines for Assigning Case Responsibility grid in this subsection. In the above situation, the CFW should encourage the caller to contact the appropriate state directly, and give the caller the telephone number for the other state’s Child Protection Services. If the caller will not make a call to the other state, the CFW shall document the information in a MCNRT (mandated reporter) or an I & R (non-mandated reporter) and call the other state to make the report. CFWs must be sure to include in their documentation the date/time they make the call to the other state, the name and contact information of the out of state worker with whom they spoke, and whether the other state took a report. If there is need for an Illinois Child Protection Specialist to interview a subject for the other state’s investigation, the CFW shall give the out-of-state worker the phone number and supervisor’s name of the Illinois Child Protection team that would handle the interview. The CFW shall then complete the required documentation and processing of an Information Only to be sent to the Child Protection Supervisor of the appropriate RSF to arrange for a Courtesy Interview. Additional information concerning a Courtesy Interview may be found in subsection 300.20(g)(2). Illinois Department of Children and Family Services",443,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_37_table_1,"Page Text: REPORTS OF CHILD ABUSE AND NEGLECT October 9, 2015 – PT 2015.23 GUIDELINES FOR ASSIGNING CASE RESPONSIBILITY WHEN ANOTHER STATE IS INVOLVED 8) Chicago Police Department (CPD Youth Division) Notifications Complete a CPD Notification and document “CPD Notified” at the end of the report narrative when a report occurring in Chicago meets any of the following criteria: • The incident qualifies as a report of abuse or neglect and is assigned any of the following allegations: 1/51, 2/52, 4/54, 5/55, 6/56, 7/57, 9/59, 16, 19, 20, or 21; • The incident of harm caused the subject child or children to be hospitalized; • A subject child under the age of six has allegedly been physically abused or is at risk of harm (Allegation 10 Substantial Risk of Physical Injury); • A subject child under the age of six is alleged to have injuries to the face, head, neck, or soft body tissue area; or • A subject child of any age allegedly receives serious injuries or scarring. Note: If the address of occurrence is unknown, a CPD log cannot be completed. Illinois Department of Children and Family Services  Table-1: [['Incident\nOccurred', None, 'Perpetrator’s\nResidence', None, 'Victim’s\nResidence', None, 'Assign SCR #?'], ['In', 'Out', 'In', 'Out', 'In', 'Out', None], ['', 'X', '', 'X', 'X', '', 'Only if the other state\nrefuses and there is a\ncurrent protective issue'], ['X', '', '', 'X', 'X', '', 'Yes'], ['X', '', 'X', '', '', 'X', 'Yes'], ['X', '', '', 'X', '', 'X', 'No – Unless PC is taken\nin Illinois or protection\naction is required'], ['', 'X', 'X', '', 'X', '', 'Yes'], ['', 'X', 'X', '', '', 'X', 'CPS Parallel Only – No\nSCR#']]",462,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_38_text,"REPORTS OF CHILD ABUSE AND NEGLECT October 9, 2015 – PT 2015.23 9) Police Officers as Perpetrators While Acting in their Official Capacity A police officer is a “person in a position of trust” and, as such, may be considered an eligible perpetrator. However, SCR will not take a report on a police officer who injures a youth in the process of apprehending and/or restraining the youth. CFWs should advise callers to contact the Chief of Police and/or the local State’s Attorney to report allegations of rough treatment by an officer or alleged “police brutality”. Any other allegations of child abuse/neglect involving a police officer in his/her professional capacity should be screened for a possible report. Chicago Police Officers as Perpetrators DCFS has an agreement with the Chicago Police Department (CPD) to inform them when a report lists a Chicago Police Officer as a suspected perpetrator, whether or not the alleged harm occurred in the line of duty or in private life. In the event such a report is taken, the CFW shall perform the usual steps in completing the report, including the CPD notification, and then call the CPD’s Youth Central (312-745-6004) and ask for the on-duty supervisor at Youth Division Headquarters. On weekends and holidays, the on-duty supervisor may not be on site; however, CPD staff will be able to direct the CFW to the on-duty supervisor. Once the CPD on-duty supervisor is reached, the CFW shall provide the supervisor with the details of the report. CPD notification shall be documented in the narrative and the report shall then be completed and processed as usual. 10) Law Enforcement Agency Data Systems (LEADS) Checks Law Enforcement Agency Data Systems (LEADS) checks are required for all child abuse or neglect reports and shall be requested for all subjects of the report who are age 13 and older. To obtain a LEADS check, the first and last name, gender and date of birth of the subject is required. When the required identifying information is not available, document “Insufficient information for LEADS check” at the bottom of the report narrative and process the report as usual. LEADS printouts mailed from SCR must be labeled, “LEADS printouts may not be disseminated beyond DCFS/POS Agencies.” 11) License Plate Checks The hotline frequently receives calls in which a child is observed being abused or neglected and the caller has no information about the subjects except for a license plate number. If the caller’s information meets the criteria for a report of suspected abuse or neglect, the CFW shall take a report making sure to fully and specifically document the incident that was observed and the location. The perpetrator(s) and the victim(s) shall be listed as “Unknown, Unknown” and as many identifying characteristics as possible (e.g., race, approximate age, gender, height, weight, description of the vehicle including color and make, etc.) shall be Illinois Department of Children and Family Services",617,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_39_text,"REPORTS OF CHILD ABUSE AND NEGLECT October 9, 2015 – PT 2015.23 documented in the narrative. The CFW shall then call the Office of the Illinois Secretary of State (SOS) at 217-782-8841 or 217-782-8842, identify themselves, and request a license plate check. SOS staff will call back to the SCR supervisor’s desk with the license plate information and the supervisor shall forward the call to the requesting CFW. The CFW shall document in the report narrative the registration information received from the SOS, including the vehicle owner’s name and address, the license plate number, and the make, model and color of the car. The report shall then be assigned to the RSF where the vehicle is registered. CFWs must conduct a person search for the vehicle owner and list in the narrative any prior reports as “possible priors,” but do not add a SOR to any indicated prior reports on the vehicle owner. Child Protection staff will contact SCR for a SCR number consolidation, as needed, upon verifying the owner of the vehicle is the alleged perpetrator of the report. 12) Undocumented Persons Occasionally, calls to the hotline involve children who are undocumented residents living in Illinois. Legal status (American citizenship) is not addressed in ANCRA [325 ILCS 5] and is therefore not to be considered in any way as criteria for whether the hotline accepts a report for investigation. The CFW shall take a report of suspected child abuse or neglect or a referral for services that involves an undocumented child, when the criteria for taking a report or a referral is met. 13) Babies Born to Correctional Center Inmates For women incarcerated in DOC facilities who give birth, the CFW shall: A) Take a CWS dependency or child abuse or neglect report, whichever is appropriate; and B) Assign the CWS dependency to the RSF where the mother and baby are currently located or if a child abuse or neglect report is taken, assign the primary case responsibility to the RSF where the mother resided prior to incarceration and make a parallel assignment to the county where the hospital and baby are located. Illinois Department of Children and Family Services",448,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_40_text,"REPORTS OF CHILD ABUSE AND NEGLECT October 9, 2015 – PT 2015.23 14) Abandoned Baby Protocol This protocol implements procedures to meet the requirements of the Abandoned Newborn Infant Protection Act [325 ILCS 2]. In order to qualify for protection under the Abandoned Baby Protocol, the abandoned baby must be a newborn infant who: • has been left with personnel in a hospital, police station, fire station, or emergency medical facility; • a licensed physician reasonably believes is no more than 30 days old at the time of relinquishment; and • is not an abused or neglected child. Note: In order to meet the requirements of the Abandoned Baby Protocol, an infant must be left with personnel from one of the referenced facilities. Should the relinquishing person leave the infant without making arrangements with facility personnel to do so, they may qualify as a perpetrator in a report of child abuse or neglect. After the relinquishment of the infant to a fire station or emergency medical facility, the fire station or emergency medical facility's personnel must arrange for the transportation of the infant to the nearest hospital as soon as transportation can be arranged. Within 12 hours after accepting the infant, the accepting hospital must report to SCR for the purpose of transferring physical custody of the infant from the hospital to either a child-placing agency or the Department. A) Processing a Call Under the Abandoned Baby Protocol When a CFW receives a call of an abandoned baby that meets the above criteria, the CFW shall document the call as “Information Only” (IO) and state in the narrative that the mother gave up the infant under the “Safe Haven Law”. The completed IO shall be sent to the Call Floor Supervisor on duty for review and approval. The supervisor or supervisor’s designee shall contact a child-placing agency, which shall be selected on a rotating basis, to make the referral and then fax the IO to the accepting agency and authorize transfer of physical custody to that agency. If no child-placing agency is able to accept the infant during regular business hours, the IO shall be referred to the local DCFS Field Office serving the county where the infant was abandoned. Note: For after hours, holidays and weekends, the after-hours Child Protection Specialist on duty shall be notified of the IO. On the following business day after receiving the intake, the SCR Administrator shall request assistance from the Illinois State Police to determine that the infant is not listed as a missing child. The SCR Administrator shall then write a letter authorizing the adoption agency to accept physical custody of the infant and proceed with placement. Illinois Department of Children and Family Services",532,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_41_text,"REPORTS OF CHILD ABUSE AND NEGLECT October 9, 2015 – PT 2015.23 B) When the Abandoned Baby Protocol Does Not Apply If there is suspected child abuse or neglect that is not based solely on the infant’s relinquishment to the personnel of a hospital, police station, fire station, or emergency medical facility, the personnel of said facilities, who are mandated reporters, must call the SCR to file a report of suspected abuse or neglect. If an abandoned baby is more than 30 days old, the hospital and the Department must proceed as if the infant is an abandoned child, per Procedures 300, Appendix B, Allegation 75. 15) Post Adoption Notification When a report is taken and one or more alleged perpetrators are identified as receiving adoption assistance or subsidized guardianship, the CFW shall, via email, notify the assigned adoption/post adoption worker of the pending investigation. The notification shall contain the SCR number, and document that the alleged perpetrator is involved in an open adoption assistance or subsidized guardianship case. Copies of the notification shall be forwarded to the Post Adoption worker’s supervisor and the Area Administrator. 16) Illinois Child in St. Louis Area Hospitals Child Protection investigations involving Illinois children, who reside in Madison or St. Clair County and are admitted to a hospital in the city of St. Louis or St. Louis County, shall be handled by Illinois Child Protection Specialists only. Missouri Child Protection Services shall not be contacted to assist in the investigation. For children residing in counties other than Madison or St. Clair or for children who are not in a hospital in the city of St. Louis or St. Louis County, the assigned Illinois Child Protection Specialist shall contact Missouri Child Protection to request a child protection courtesy interview. Note: In either situation, CFWs are not to contact Missouri CPS. h) Non-Discrimination, Alternate Communication Needs and Cultural Awareness It is the model of the Department to provide services to all persons without regard to race, color, national origin, sex, sexual orientation, marital status, religion, ancestry, inability to speak or comprehend the English language, handicaps or age. Such services shall be provided in compliance with Titles VI and VII of the Civil Rights Act of 1973 (29 U.S.C. 793 and 794), the U.S. Constitution, the 1970 Act [775 ILCS 5/1-102], and Illinois Constitution, Section 1-102 of the Illinois Human Rights Act, as well as other applicable state and federal laws, regulations and court orders prohibiting discrimination in the delivery of services. Illinois Department of Children and Family Services",531,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_42_text,"REPORTS OF CHILD ABUSE AND NEGLECT October 9, 2015 – PT 2015.23 This page intentionally left blank. Illinois Department of Children and Family Services",36,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_43_text,"REPORTS OF CHILD ABUSE AND NEGLECT October 9, 2015 – PT 2015.23 Section 300.30 Content of Child Abuse and Neglect Reports a) Report Screening 1) Criteria for a Report of Abuse or Neglect Assessment of a potential report of child abuse or neglect is a critical skill; it requires the CFW to gather, sort and process relevant information from the caller in an expedient manner and to then decide: • Whether child protection services (CPS) is needed; and • The response time, if child protection services are needed. The following criteria must be met in order for a report of abuse or neglect to be taken: • The alleged child victim must be under 18 years of age or be between the ages of 18-22 while living in a DCFS licensed facility; • There must be an incident of harm or a set of circumstances that would lead a reasonable person to suspect that a child was abused or neglected as interpreted in the allegation definitions contained in Procedures 300, Appendix B; and • The person committing the action or failure to act must be an eligible perpetrator. For a report of suspected abuse, the alleged perpetrator must be the o child's parent, immediate family member, any individual who resides in the same home as the child, any person who is responsible for the child's welfare at the time of the incident, a paramour of the child's parent, or any person who came to know the child through an official capacity or is in a position of trust. For a report of suspected neglect, the alleged perpetrator must be the o child's parent or any other person who was responsible for care of the child at the time of the alleged neglect. Special Note Concerning Very Young Perpetrators: o ANCRA and Rule 300, Reports of Child Abuse and Neglect, do not set a minimum age for a perpetrator, with the exception of Allegation #10 Substantial Risk of Physical Injury, therefore any case involving a young perpetrator must be assessed on an individual basis according to the dynamics of the case. When assessing information regarding a very young perpetrator, the CFW shall seek supervisory consultation. Note: Lack of a complete address of residence or current location of the alleged child victim is never grounds for refusing to accept a report. In lieu of a full residential address, the following can be used to locate the subjects of Illinois Department of Children and Family Services",491,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_44_text,"REPORTS OF CHILD ABUSE AND NEGLECT October 9, 2015 – PT 2015.23 a report: city or county of residence, school child or siblings attend, workplace address/phone number for adults, cell phone numbers, or directions to the home. If the CFW’s assessment of the caller's information does not qualify as a report of alleged child abuse or neglect, the CFW shall inform the caller that a report will not be taken. If the reporter is a mandated reporter, the decision that the caller’s information does not qualify as a report must have supervisory approval. The mandated reporter shall be told he/she may request to speak to a supervisor if the CFW does not accept the report and the mandated reporter wants to dispute that decision. 2) Information from the Reporter The Call Floor Worker (CFW) shall secure from the caller all information required to complete a report of suspected child abuse or neglect. Examples of information required for a report include, but are not limited to: • The identity, age, and location of the alleged child victim(s); • Directions to any rural route address, apartment numbers or other relevant information relevant to the location of the report subjects; • Demographics of the family including whether there is a non-custodial parent; • Identity of those who reside in the home and their relationship to the child victim, to include whether the alleged perpetrator is in a caretaker role. Document the location/residence/contact information of other subjects or involved parties who do not reside in the home; • What is the reporter’s basis for reasonable cause to believe a child has been abused or neglected, including the source of the reporter’s information; • Any information regarding substance use or misuse in the child’s home; • Any information regarding a history of domestic violence; • Whether any report subjects have a history of involvement with law enforcement; • Reporter information, when the reporter is mandated or non-mandated and willing to provide such information (e.g., contact information that includes an after-hours phone number, professional capacity or other relationship to alleged child victim, etc); • Any knowledge the reporter has regarding a current risk of harm to the child. Document all identified safety issues known to the reporter; Illinois Department of Children and Family Services",457,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_45_text,"REPORTS OF CHILD ABUSE AND NEGLECT October 9, 2015 – PT 2015.23 • Any knowledge the reporter has about potential danger or threat to Child Protection staff, especially whether gang violence, weapons or drug manufacturing/distribution may be involved; • Any knowledge the reporter has about the mental, emotional and physical condition of the alleged perpetrator; • Any knowledge the reporter has about the mental and physical condition of the alleged child victim(s) (i.e., Does the child have any self-care skills? Is the child verbal? Is the child disabled in any respect? Are there any other conditions that may adversely impact the child’s health and safety); • Any information the reporter has about communication needs of the child, family or alleged perpetrator (e.g., non-English speaking, Spanish- speaking, hearing impaired, etc.) and the subject’s preferred language or method of communication; • whether any subject of the report has a Native American tribal affiliation; and • The identity and location of possible witnesses to, or persons with information about, the alleged abuse or neglect. 3) Risk and Safety Factors The CFW must carefully assess risk and safety threats when assessing a potential report of child abuse or neglect. Threats to immediate safety must always be given highest priority. The CFW should consider the factors below when assessing alleged abuse/neglect of a child. The factors include, but are not limited to: Assessment Factors: • Age, gender, physical and mental abilities of the child; • The child’s ability to protect him/herself or seek a “safe haven”; • Severity of incident as well as location and type of injury; • Location of the alleged incident; • History of incidents, including frequency of incidents and approximate date of last known incident; • Believable threats made to the child by the alleged perpetrator, both current and past; • Whether the child is fearful; • Current location of the child; • Current location of the alleged perpetrator; Illinois Department of Children and Family Services",405,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_46_text,"REPORTS OF CHILD ABUSE AND NEGLECT October 9, 2015 – PT 2015.23 • Nature of the relationship between alleged perpetrator and child; • History of domestic violence or the alleged perpetrator’s history of violence, if any; • Need for immediate medical attention or medical attention for a chronic condition; • Potential for the family to flee; • Child currently alone or unprotected; • Child, alleged perpetrator, and support persons’ perception of the alleged incident; • Whether there are mental/emotional illness concerns or specific diagnoses of individuals residing in the home; • Where the child was when viewed by the reporter; • Where the child was when he/she was being abused or neglected; • Whether there is a substance use/abuse issue in the home, including drug manufacturing; and • Whether there are other children who have been harmed or are at risk. If, during the assessment process, the CFW identifies safety threats in accordance with Procedures 300, Appendix G, CERAP, the safety threats must be documented in the intake narrative. Special Assessments in Cases of Egregious Acts The Department has identified certain acts of maltreatment deemed egregious that require a special assessment by the Office of Legal Services (OLS) and the Division of Clinical Practice and Professional Development. This special assessment will determine the need to by-pass reunification, seek a permanency goal other than reunification, and/or seek expedited termination of parental rights. If information identifying an egregious act is gathered at the time of the intake by SCR or during the course of the investigation, the report must be flagged as an egregious act case to alert the Child Protection Specialist and the Child Protection Supervisor that the case must be referred to OLS and Clinical. Call Floor Workers must document in the intake narrative that the report information contains an egregious act. Maltreatment is considered egregious if it is an egregious, sadistic, or torturous act that inflicts significant pain, causes extensive external and/or internal bruising, serious injury, or death. Illinois Department of Children and Family Services",413,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
procedures-300_47_text,"REPORTS OF CHILD ABUSE AND NEGLECT October 9, 2015 – PT 2015.23 Egregious acts include: • Perpetrator repeatedly thrown or slammed an infant or toddler against a hard surface using a strong degree of force creating a likelihood of abusive head trauma or multiple injuries including bruising or fractures over time. • Perpetrator caused abusive abdominal injuries, especially in very young children. • Perpetrator submerged and held a young child’s head under water or repeatedly submerged a child’s head creating a significant real or imminent risk of harm. • Perpetrator beat up or hit a child with an object using a degree of force that could be reasonably expected to cause serious injury or death. • Perpetrator attempted to or actually smothered, choked, strangled, or applied any other severe thoracic compression to a child. • Perpetrator extensively burned or scalded a child on purpose. • Perpetrator threatened or attached a child with a weapon, such as a knife, gun, or combustible substance. • Perpetrator took a child hostage. • Sadistic injury to a child. • Homicide of a child. • Non-accidental poisoning. b) Multiple Perpetrators: When to Document as Single or Multiple Reports When the caller identifies multiple perpetrators for a single incident of abuse/neglect, the CFW shall determine whether the alleged perpetrators reside in the child’s household, the address of incident, or other residence. When all alleged perpetrators are household members, the CFW shall list them in one report. When there are two independent families residing in the same household and both families are involved in the alleged abuse or neglect, then the CFW shall take two separate reports. When one or more alleged perpetrators reside in different locations, the CFW shall document in the narrative that an additional report will be added for each perpetrator. When the alleged perpetrator residing outside the home of the child victim has children in his/her own home and those children are known to have been abused or are considered to be at risk of physical or sexual injury or environment injurious, a report will be taken on those children. When abuse or neglect is alleged to have occurred in a facility and the caller identifies multiple perpetrators, the CFW shall document in the report narrative that a separate sequence shall be added to the facility SCR number for each perpetrator, as per Section 300.110(b), Child Abuse and Neglect in Child Care Facilities. Illinois Department of Children and Family Services",516,https://dcfs.illinois.gov/content/dam/soi/en/web/dcfs/documents/about-us/model-rules-and-forms/documents/procedures/procedures-300.pdf
